StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id,Complete Data,Ling_or_Analog,Attention Check
11/25/20 8:26,11/25/20 10:56,IP Address,76.101.194.228,100,8993,TRUE,11/25/20 10:56,R_33yw7IbiWZSdPSg,,,,,26.25190735,-81.76360321,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1280x720,18,12,not english,right,female,woman,,do not wish to say,,white,,Somewhat disagree,Agree,Neutral,Disagree,Neutral,Somewhat agree,Disagree,Somewhat agree,Disagree,Neutral,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,ufbold5000,44098,1,Analog,4
11/25/20 10:36,11/25/20 11:04,IP Address,70.122.154.100,100,1672,TRUE,11/25/20 11:04,R_eP40GnN9pjP3bs5,,,,,32.89959717,-96.79060364,anonymous,EN,,Safari,14.0.1,Macintosh,1792x1120,18,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Somewhat agree,Strongly agree,Neutral,Somewhat disagree,Somewhat agree,Disagree,Agree,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,ufbold5000,44225,1,Analog,7
11/19/20 12:20,11/19/20 12:25,IP Address,98.180.248.52,97,304,FALSE,11/26/20 12:26,R_1nPDZPIwRKuU8cj,,,,,,,anonymous,EN,,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,20,14,english,not right,male,man,,heterosexual,,white,,Strongly agree,Neutral,Agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Neutral,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Disagree,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,43904,1,Ling,8
11/19/20 20:07,11/19/20 20:28,IP Address,66.231.159.19,99,1265,FALSE,11/26/20 20:29,R_8okvv0wYajssDjX,,,,,,,anonymous,EN,,Safari,14,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Neutral,Strongly disagree,Neutral,Agree,Somewhat disagree,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,,44297,0,N/A,N/A
11/19/20 21:25,11/19/20 21:25,IP Address,128.227.5.145,4,28,FALSE,11/26/20 21:25,R_2pPN5xORtB7fpQa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44519,0,N/A,N/A
11/19/20 14:14,11/20/20 8:37,IP Address,128.227.7.96,99,66201,FALSE,11/27/20 8:37,R_3dLCU5Lzk3Bpk5q,,,,,,,anonymous,EN,,Safari,14.0.1,Macintosh,1440x900,18,13,english,right,female,woman,,heterosexual,,white,,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,,44294,0,N/A,N/A
11/20/20 12:17,11/20/20 13:20,IP Address,69.122.100.73,99,3758,FALSE,11/27/20 13:20,R_2SCB9zHb8h8BrZY,,,,,,,anonymous,EN,,Chrome,86.0.4240.198,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Neutral,Disagree,Somewhat disagree,Neutral,Disagree,Neutral,Somewhat disagree,Neutral,Agree,Somewhat disagree,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,44076,1,Ling,6
11/24/20 22:40,11/28/20 22:25,IP Address,181.142.67.27,100,344690,TRUE,11/28/20 22:25,R_2XamH6jZvIOvjbD,,,,,6.17590332,-75.59169769,anonymous,EN,,Safari,14,Macintosh,1280x800,18,12,english,right,female,woman,,heterosexual,,hisp,,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neutral,Disagree,Disagree,Agree,Strongly disagree,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,44238,1,Analog,7
11/23/20 8:00,11/23/20 8:03,IP Address,99.121.54.51,97,154,FALSE,11/30/20 8:03,R_1Cel3TdwZkVFPVW,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,19,13,english,right,female,woman,,heterosexual,,white,,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Neutral,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,44517,1,Ling,0
11/23/20 13:24,11/23/20 13:31,IP Address,184.90.233.223,97,414,FALSE,11/30/20 13:31,R_ZK089tRu3zooHYt,,,,,,,anonymous,EN,,Chrome,86.0.4240.111,Macintosh,1440x900,19,13,english,right,female,woman,,heterosexual,,asian,,Neutral,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,,44590,0,N/A,N/A
11/23/20 15:06,11/23/20 15:12,IP Address,24.50.234.9,97,362,FALSE,11/30/20 15:12,R_1pxNHZEFivhOGlj,,,,,,,anonymous,EN,,Chrome,87.0.4280.67,Macintosh,1440x900,19,13,not english,right,female,woman,,heterosexual,,hisp,,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,43908,0,N/A,N/A
11/23/20 15:04,11/23/20 16:36,IP Address,186.233.185.32,97,5567,FALSE,11/30/20 16:37,R_cOU09oYFmQZCfS1,,,,,,,anonymous,EN,,Chrome,87.0.4280.66,Windows NT 10.0,1536x864,18,12,english,right,female,woman,,bisexual,,white,,Somewhat agree,Agree,Neutral,Somewhat agree,Disagree,Somewhat agree,Disagree,Neutral,Somewhat disagree,Somewhat disagree,Neutral,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,43978,0,N/A,N/A
11/23/20 17:44,11/23/20 17:49,IP Address,73.236.242.92,97,288,FALSE,11/30/20 17:49,R_2VqevDGJupWE4N9,,,,,,,anonymous,EN,,Safari,13.1.2,Macintosh,1024x1366,19,13,english,right,female,woman,,bisexual,,"black/afri-amer,hisp",,Somewhat agree,Neutral,Somewhat disagree,Neutral,Disagree,Strongly disagree,Neutral,Somewhat disagree,Neutral,Disagree,Agree,Disagree,Agree,Agree,Somewhat agree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,44239,1,Analog,6
11/23/20 17:58,11/23/20 18:01,IP Address,47.205.135.186,97,210,FALSE,11/30/20 18:01,R_2Y5qmW0PcRGns5A,,,,,,,anonymous,EN,,Safari,13.1.2,Macintosh,810x1080,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Disagree,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,,44397,0,N/A,N/A
